0.604608;0.407145;-13.509377;0.603052;0.408337;-13.514478;758;1;
0.652507;0.321122;-11.284016;0.652988;0.320592;-11.284520;615;1;
0.997579;0.000489;-13.202872;1.000000;0.000000;-13.209686;129;1;
0.065006;0.583102;-11.538893;0.066182;0.582587;-11.541191;765;1;
0.905690;0.873431;-9.967286;0.904308;0.872639;-9.969291;896;1;
0.346538;0.526405;-9.173274;0.344375;0.524932;-9.180170;173;1;
0.001466;0.998556;-9.354366;0.000000;1.000000;-9.359563;1528;1;
0.948702;0.885162;-11.466326;0.948275;0.887031;-11.470027;542;1;
0.228255;0.519562;-11.409203;0.226047;0.520153;-11.414708;463;1;
0.341650;0.196974;-12.357342;0.341732;0.197620;-12.357895;309;1;
0.070872;0.431583;-8.296259;0.069264;0.430955;-8.298192;180;1;
0.003421;0.997579;-10.771427;0.000000;1.000000;-10.778930;310;1;
0.451134;0.073804;-9.636880;0.452210;0.072920;-9.639990;1094;1;
0.582125;0.045456;-10.842784;0.579769;0.046396;-10.846911;626;1;
0.000489;1.000511;-9.998591;0.000000;1.000000;-9.998779;925;1;
0.313301;1.000511;-13.276936;0.310179;1.000000;-13.277557;403;1;
0.912533;0.926218;-11.197491;0.909758;0.926195;-11.205791;535;1;
0.436471;0.827487;-8.549310;0.434562;0.825608;-8.555742;983;1;
0.066961;0.770790;-11.080400;0.066860;0.770510;-11.080536;1087;1;
0.641754;0.133434;-10.838514;0.641337;0.135186;-10.841575;347;1;
0.887117;0.388572;-10.091833;0.885029;0.390289;-10.099151;493;1;
0.652507;0.413010;-8.815352;0.649650;0.414282;-8.821706;692;1;
0.141254;0.158850;-11.201077;0.142623;0.157327;-11.204370;794;1;
0.863656;1.000511;-9.783114;0.862953;1.000000;-9.776697;2499;1;
0.462865;0.990736;-9.437182;0.460360;0.993140;-9.446354;350;1;
0.380751;0.686721;-9.919547;0.379189;0.688051;-9.922246;462;1;
0.847038;0.426696;-9.349061;0.845292;0.424546;-9.353058;1020;1;
0.440381;0.017107;-8.927327;0.441160;0.016803;-8.927869;817;1;
0.998556;1.000511;-11.966469;1.000000;1.000000;-11.970417;428;1;
0.302548;0.133434;-11.057547;0.303295;0.134722;-11.059303;514;1;
0.108996;0.265402;-8.961041;0.109520;0.265486;-8.960712;584;1;
0.997579;0.000489;-10.249326;1.000000;0.000000;-10.253835;691;1;
0.594833;0.505876;-13.746959;0.593726;0.503014;-13.756148;254;1;
0.698452;1.000511;-10.070796;0.694905;1.000000;-10.075052;1029;1;
0.052298;0.408123;-10.665697;0.051975;0.409344;-10.667578;791;1;
0.126591;0.520540;-9.602849;0.125664;0.518969;-9.606350;776;1;
0.000489;0.002444;-11.100021;0.000000;0.000000;-11.109559;649;1;
0.153962;0.236076;-8.580188;0.155081;0.238663;-8.586504;865;1;
0.537158;0.463842;-8.819439;0.537070;0.461810;-8.823549;1238;1;
0.109973;0.917420;-10.224367;0.110985;0.917791;-10.225327;426;1;
0.997579;0.000489;-13.834361;1.000000;0.000000;-13.842339;60;1;
0.777632;0.766879;-10.764850;0.776095;0.764724;-10.769032;329;1;
0.088467;0.678901;-8.572057;0.087367;0.677632;-8.574499;1801;1;
0.305481;0.538135;-10.393825;0.308037;0.536113;-10.401452;407;1;
0.043500;0.563551;-8.887708;0.042100;0.563607;-8.889056;835;1;
0.290818;0.157873;-10.445087;0.287025;0.159219;-10.449195;873;1;
0.452112;0.170581;-10.453720;0.451926;0.169839;-10.454490;544;1;
0.887117;0.245851;-9.743948;0.884761;0.245341;-9.749512;875;1;
0.048388;0.168625;-10.797998;0.047782;0.171633;-10.805048;666;1;
0.000489;0.416920;-12.165959;0.000000;0.415960;-12.167718;389;1;
0.194042;0.305481;-11.132871;0.192108;0.303789;-11.141964;655;1;
0.553776;0.808914;-10.061165;0.554153;0.809821;-10.062240;1228;1;
0.915465;0.541068;-9.518382;0.914750;0.541490;-9.518655;713;1;
0.664238;0.927196;-9.402195;0.661592;0.925902;-9.400800;969;1;
0.965320;0.433539;-10.191647;0.962924;0.436680;-10.190194;638;1;
0.000489;0.002444;-9.003098;0.000000;0.000000;-9.010109;937;1;
0.613406;0.557686;-10.018963;0.616058;0.560244;-10.025095;422;1;
0.441359;0.340672;-10.947891;0.439890;0.343722;-10.957549;999;1;
0.218480;0.678901;-9.846164;0.218146;0.677192;-9.850370;954;1;
0.998556;1.000511;-11.744952;1.000000;1.000000;-11.747937;518;1;
0.198929;0.319167;-10.736860;0.198145;0.317876;-10.739203;1272;1;
0.874409;0.655440;-9.055534;0.875874;0.653336;-9.060430;563;1;
0.232166;0.334807;-10.739354;0.229990;0.336240;-10.748576;1370;1;
0.170581;0.012219;-8.445153;0.169351;0.015656;-8.455088;966;1;
0.761014;0.906667;-11.294805;0.760073;0.906035;-11.295506;646;1;
0.703339;0.310369;-10.471757;0.702941;0.308403;-10.476199;426;1;
0.363156;0.284953;-9.281920;0.365371;0.282325;-9.285651;450;1;
0.312324;0.648597;-9.584192;0.314012;0.651377;-9.592767;934;1;
0.239008;0.376841;-10.814173;0.237687;0.374368;-10.821415;792;1;
0.586035;0.507832;-9.348838;0.586334;0.508672;-9.346632;596;1;
0.000489;0.002444;-9.795270;0.000000;0.000000;-9.804441;940;1;
0.384662;1.000511;-10.865706;0.383319;1.000000;-10.861951;607;1;
0.780565;0.105085;-10.979216;0.780103;0.103783;-10.980854;803;1;
0.346538;0.566484;-8.956610;0.350265;0.566946;-8.966145;888;1;
0.800116;0.478505;-11.001475;0.798535;0.478706;-11.003852;406;1;
0.318189;0.071849;-9.954214;0.317590;0.069670;-9.959369;885;1;
0.718002;0.706272;-11.380512;0.715929;0.704778;-11.386479;496;1;
0.563551;0.440381;-11.441374;0.563040;0.442557;-11.446572;115;1;
0.562574;0.322099;-14.162541;0.565078;0.322618;-14.170564;442;1;
0.147120;0.507832;-10.612973;0.146731;0.510509;-10.619866;568;1;
0.001466;0.544000;-11.296299;0.000000;0.543167;-11.321909;863;1;
0.210660;0.456022;-10.942734;0.208533;0.454252;-10.952365;362;1;
0.155917;0.975095;-11.410840;0.155111;0.972329;-11.416539;399;1;
0.000489;0.999534;-12.053685;0.000000;1.000000;-12.054238;366;1;
0.337740;0.907645;-10.456772;0.336467;0.909056;-10.458983;598;1;
0.567461;0.907645;-9.423422;0.570010;0.908470;-9.429296;1372;1;
0.297661;0.538135;-10.444561;0.296290;0.540579;-10.452633;115;1;
0.171558;0.330897;-10.748115;0.172262;0.332732;-10.753069;373;1;
0.001466;0.998556;-9.813730;0.000000;1.000000;-9.816686;1467;1;
0.997579;0.000489;-12.203072;1.000000;0.000000;-12.207365;277;1;
0.999534;1.000511;-10.391479;1.000000;1.000000;-10.391872;736;1;
0.673036;0.869521;-9.687663;0.674061;0.869954;-9.689064;824;1;
0.999534;1.000511;-11.917609;1.000000;1.000000;-11.918313;267;1;
0.851925;0.637844;-10.429050;0.852506;0.637278;-10.429421;793;1;
0.877341;0.400302;-10.349131;0.877491;0.399780;-10.349460;1542;1;
0.474595;0.312324;-9.006416;0.835605;0.751888;-9.013780;763;0;
0.674013;0.827487;-8.916406;0.673378;0.827427;-8.916829;130;1;
0.833352;0.369021;-8.745348;0.831754;0.367117;-8.747847;194;1;
0.601675;0.732666;-12.765309;0.601971;0.734465;-12.769816;490;1;
0.000489;0.002444;-11.431654;0.000000;0.000000;-11.438820;434;1;
